ticket_text,issue_type,department
know if there is anything wrong with the refund,track_refund,REFUND
can you help me checking the cancellation charge?,check_cancellation_fee,CANCEL
i need help checking the ET of the purchase {{Order Number}},track_order,ORDER
there is a problem entering my delivery address,set_up_shipping_address,SHIPPING
i can no longer afford purchase {{Order Number}},cancel_order,ORDER
delieries to {{Delivery City}},delivery_options,DELIVERY
how can i get information about receiving ur newsletter,newsletter_subscription,SUBSCRIPTION
i want help to file a customer complaint against ur business,complaint,FEEDBACK
remove {{Account Type}} account,delete_account,ACCOUNT
"I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}}, was it processed",track_refund,REFUND
cn I place an order from {{Delivery City}}?,delivery_options,DELIVERY
I need help to see how long refunds take,check_refund_policy,REFUND
there is anything new on my rebate,track_refund,REFUND
assistance taking a quick look at the bill #00108,check_invoice,INVOICE
want assistance informing of an error with online payment,payment_issue,PAYMENT
I do not know how to see the status of order {{Order Number}},track_order,ORDER
I have problems with cancelling order {{Order Number}},cancel_order,ORDER
delete account,delete_account,ACCOUNT
assistance to retrieve the key of my user profile,recover_password,ACCOUNT
"I ain't registered yet, I need to create a damn pro account",create_account,ACCOUNT
edit details oon {{Account Type}} account,edit_account,ACCOUNT
i have a problem with the cancellation of my {{Account Category}} account,delete_account,ACCOUNT
I expect a rebate of {{Refund Amount}} dollars,track_refund,REFUND
I have to check in which cases can I ask to be reimbursed,check_refund_policy,REFUND
how to reset the damn password of my user?,recover_password,ACCOUNT
where can i send some feedback for ur company,review,FEEDBACK
I need to update the address,change_shipping_address,SHIPPING
I'm trying to notify of errors with online payments,payment_issue,PAYMENT
want help checking the allowed payment methods,check_payment_methods,PAYMENT
how do I write a comment about your services?,review,FEEDBACK
assistance t obtain a refund,get_refund,REFUND
I can't check if there is anything wrong with my rebate,track_refund,REFUND
can you help me checking the options for shipment?,delivery_options,DELIVERY
need to check when my parcel is gonna arrive help me,delivery_period,DELIVERY
what do I need to do to ask for a compensation of money?,get_refund,REFUND
i need support modifying my delivery addtess,change_shipping_address,SHIPPING
help to see ur payment options,check_payment_methods,PAYMENT
what do I need to do to check the withdrawal fees?,check_cancellation_fee,CANCEL
can you help me unsubscribing to your corporate newsletter?,newsletter_subscription,SUBSCRIPTION
see in what cases can I ask for a refund,check_refund_policy,REFUND
supports editnig my delivery address,change_shipping_address,SHIPPING
where do I cancel my subscription to your newsletter?,newsletter_subscription,SUBSCRIPTION
"I ain't happy with your service, I want help filing a claim",complaint,FEEDBACK
I don't know how I can get my invoice from {{Person Name}},get_invoice,INVOICE
watn assistance recovering my account pass,recover_password,ACCOUNT
need assistance setting the delivery address up,set_up_shipping_address,SHIPPING
"I need to send some feedback for a service, how to do it?",review,FEEDBACK
I'm calling to check whenb will my item arrive,delivery_period,DELIVERY
help me check how long it takes for the parcel to arrive,delivery_period,DELIVERY
I want to lodge a consumer reclamation against your company,complaint,FEEDBACK
what do I need to do to create a {{Account Type}} account?,create_account,ACCOUNT
can you help me check the ETA of the purchase {{Order Number}}?,track_order,ORDER
I need help retrieving my user pwd,recover_password,ACCOUNT
what do I have to do to buy some items?,place_order,ORDER
I am trying to download the bills from {{Person Name}},get_invoice,INVOICE
I would like to request reimbursements of money,get_refund,REFUND
correct info on platinum account,edit_account,ACCOUNT
how to lodge a claim against your company?,complaint,FEEDBACK
"the secondary shipping address is not valid, help me",set_up_shipping_address,SHIPPING
editing order {{Order Number}},change_order,ORDER
can you help me chat with a human agent?,contact_human_agent,CONTACT
how to report  troubles with payments,payment_issue,PAYMENT
is it possible to order from {{Delivery Country}},delivery_options,DELIVERY
i have problesm with my forgotten pwd,recover_password,ACCOUNT
help checking the status of purchase {{Order Number}},track_order,ORDER
I don't know what I have to do to speak to somebody,contact_human_agent,CONTACT
want assistance canceling the newsletter subscription,newsletter_subscription,SUBSCRIPTION
I want to know more about opening a {{Account Type}} account,create_account,ACCOUNT
i try to seehow long it takes for my package to arrive,delivery_period,DELIVERY
do you have an e-mail to send a comment for your company?,review,FEEDBACK
"I entered a wrong delivery address, help me editing it",change_shipping_address,SHIPPING
I do not know how I can see the current status of the refund,track_refund,REFUND
help me informing of a problem with signup,registration_problems,ACCOUNT
can I check what hours I can reach customer support?,contact_customer_service,CONTACT
I need help to notiyf of a registration problem,registration_problems,ACCOUNT
editing user data,edit_account,ACCOUNT
what do I ned to do to talk to someone?,contact_human_agent,CONTACT
will you show me how soon canh I expect my parcel?,delivery_period,DELIVERY
help me sending some fucking feedback about your products,review,FEEDBACK
"I lost the bill #12588, mail it to me",get_invoice,INVOICE
opening new platinum account for daughter,create_account,ACCOUNT
I have a problem setting another delivery address up,set_up_shipping_address,SHIPPING
order {{Order Number}} current status,track_order,ORDER
i have a problem trying to correct the shipping address,change_shipping_address,SHIPPING
can i change order {{Order Number}},change_order,ORDER
how can i list the allowedd payment options,check_payment_methods,PAYMENT
"I have got to modify my damn address, how to do it?",change_shipping_address,SHIPPING
"I can't remember my user profile PIN, I have got to reset it",recover_password,ACCOUNT
how to get bill #12588,get_invoice,INVOICE
i dont know what i need to do to obtain rebates of money,get_refund,REFUND
how do I use the standard account?,switch_account,ACCOUNT
I want assistance deleting a {{Account Category}} account,delete_account,ACCOUNT
how can I find bill #00108?,check_invoice,INVOICE
help me writing an opinion for your products,review,FEEDBACK
where can i acquire an few of ur article,place_order,ORDER
open freemium account for wife,create_account,ACCOUNT
I try to purchase some of  your item,place_order,ORDER
can you help me receive your corporate newsletter?,newsletter_subscription,SUBSCRIPTION
assistance to set my new shipping address up,set_up_shipping_address,SHIPPING
can uhelp me to retrieve the pass of my account,recover_password,ACCOUNT
I have got to track purchase {{Order Number}},track_order,ORDER
"I would like to make a bloody complaint, could you help me?",complaint,FEEDBACK
where to check at wnat time customer assistance available is,contact_customer_service,CONTACT
check in which situations can I request my money back,check_refund_policy,REFUND
can uhelp me take a quick look at my invoice #00108,check_invoice,INVOICE
i have got to talk with an assistant,contact_human_agent,CONTACT
i have got to update the info included on my user profile,edit_account,ACCOUNT
i bought somegoddamn item how do i cancel order {{Order Number}},cancel_order,ORDER
can you help me report troubles with payment?,payment_issue,PAYMENT
I try to change to the {{Account Type}} account,switch_account,ACCOUNT
need help to take an quick look at my invoice #12588,check_invoice,INVOICE
I am waiting for a refnd of {{Refund Amount}} dollars,track_refund,REFUND
change to freemium acount,switch_account,ACCOUNT
I have got to see what hours I can reach customer service,contact_customer_service,CONTACT
problem with {{Account Type}} account removals,delete_account,ACCOUNT
can I remove an article from order {{Order Number}}?,change_order,ORDER
I do not know how I can cancel the standard acconut,delete_account,ACCOUNT
have a problem with creating my platinum account,create_account,ACCOUNT
can you help me deleting the {{Account Type}} account?,delete_account,ACCOUNT
can you help me purchase some articles?,place_order,ORDER
can I unsubscribe from your newsletter?,newsletter_subscription,SUBSCRIPTION
there are problems setting another shipping address up,set_up_shipping_address,SHIPPING
i dont know how to report signup issues,registration_problems,ACCOUNT
help to make a consumer reclamation against your business,complaint,FEEDBACK
where to lodge a customer complaint,complaint,FEEDBACK
I can't submit a new shipping address,set_up_shipping_address,SHIPPING
is it possible to place na order from {{Delivery Country}},delivery_options,DELIVERY
can I inform of a problem with registrations?,registration_problems,ACCOUNT
want assistance informing of sign-up errors,registration_problems,ACCOUNT
have problems wth canceling purchase {{Order Number}},cancel_order,ORDER
i have got to locate purchase {{Order Number}} help me,track_order,ORDER
i do not know how i can obtain compensations of my money,get_refund,REFUND
assistance to inform of problems with signup,registration_problems,ACCOUNT
I am trying to set up the fucking delivery address,set_up_shipping_address,SHIPPING
is it possible to see the bills from {{Person Name}}?,check_invoice,INVOICE
modifying data on {{Account Category}} account,edit_account,ACCOUNT
where do I get the bill from {{Person Name}}?,get_invoice,INVOICE
show me bill #37777,check_invoice,INVOICE
edting info on standard account,edit_account,ACCOUNT
can udirect ot me somebody,contact_human_agent,CONTACT
where do I see the ETA of the order {{Order Number}}?,track_order,ORDER
"I want to remove an item from order {{Order Number}}, I need hepl",change_order,ORDER
can you help me inform of a fucking signup issue?,registration_problems,ACCOUNT
help seeing in what cases can i request refunds,check_refund_policy,REFUND
i need assistance cancelling purchase {{Order Number}},cancel_order,ORDER
I need help checking the biol #37777,check_invoice,INVOICE
I don't know how I can submit some feedback,review,FEEDBACK
modifying info on standard accoumt,edit_account,ACCOUNT
need help regadring my sign-up,registration_problems,ACCOUNT
I need assistance giving a quick look at bill #37777,check_invoice,INVOICE
I do not know what to do to get my bills from {{Person Name}},get_invoice,INVOICE
chnge data on {{Account Type}} account,edit_account,ACCOUNT
what do I need to do to see what shipment methods I have?,delivery_options,DELIVERY
canceling purchase {{Order Number}},cancel_order,ORDER
"I need to earn several bloody items, how could I do it?",place_order,ORDER
i try to check at what time i can contact customer support,contact_customer_service,CONTACT
I'm waiting for a refund of {{Refund Amount}} dollars,track_refund,REFUND
"I ain't happy with your work, help lodging a consumer claim",complaint,FEEDBACK
I would like to change to the goddamn {{Account Type}} account,switch_account,ACCOUNT
another {{Account Type}} account for father,create_account,ACCOUNT
I'm experiencing a registration error,registration_problems,ACCOUNT
have a question abut canceling purchase {{Order Number}},cancel_order,ORDER
I have got to report an error with signup,registration_problems,ACCOUNT
I try to switch to the {{Account Category}} account,switch_account,ACCOUNT
there is an issue trying to update the address,change_shipping_address,SHIPPING
I have a question about canceling order {{Order Number}},cancel_order,ORDER
I want assistance to download myinvoice #85632,get_invoice,INVOICE
want assistance canceling order {{Order Number}},cancel_order,ORDER
"I need to speak to customer assistance, how can I do it?",contact_customer_service,CONTACT
how to reset my profile pin,recover_password,ACCOUNT
where can i report issues with payment,payment_issue,PAYMENT
"I do not want my freemium account, assistance canceling it",delete_account,ACCOUNT
I need assistance lodging a claim,complaint,FEEDBACK
I need to track my fucking compensation,track_refund,REFUND
I have problems submitting my new delivery address,set_up_shipping_address,SHIPPING
i do not know what i have to do to  download my bill #37777,get_invoice,INVOICE
i do not know what i have to do to get my invoice #00108,get_invoice,INVOICE
need help to set my delivery address up,set_up_shipping_address,SHIPPING
I want helpto see your refund policy,check_refund_policy,REFUND
order {{Order Number}} current status,track_order,ORDER
I would like to see what goddamn delivery options I have,delivery_options,DELIVERY
help me check what hours I can contact customer service,contact_customer_service,CONTACT
report issues creating account,registration_problems,ACCOUNT
need help to see the status of my refund,track_refund,REFUND
i need help seeing the status of my compensation,track_refund,REFUND
I don't know how I can get the bills from {{Person Name}},get_invoice,INVOICE
what do i need to do to reportt registration errors,registration_problems,ACCOUNT
would it be possible to speak to someone?,contact_human_agent,CONTACT
I do not know how to request a refund of my money,get_refund,REFUND
I do not know how to speak to an assistant,contact_human_agent,CONTACT
show me ur reimbursement policy,check_refund_policy,REFUND
I do not know how to list your allowed payment methods,check_payment_methods,PAYMENT
I am waiting for a bloody compensation of {{Refund Amount}} dollars,track_refund,REFUND
I'm looking for the shipment methods help me find them,delivery_options,DELIVERY
I am trying to submit a new shipping address,set_up_shipping_address,SHIPPING
how do i create a premium account,create_account,ACCOUNT
"I ain't happy with your work, I need to make a reclamation",complaint,FEEDBACK
i have a tyrouble modifying my address,change_shipping_address,SHIPPING
need to inform of problems with online payment,payment_issue,PAYMENT
another {{Account Type}} account for father,create_account,ACCOUNT
want help giving a quick look at my inovice #85632,check_invoice,INVOICE
can I ordrr from {{Delivery City}}?,delivery_options,DELIVERY
I do not know what I need to do to obtain a reimbursement,get_refund,REFUND
I want to check at what time customer support available is,contact_customer_service,CONTACT
"I cannot open an account, help to inform of signup issues",registration_problems,ACCOUNT
how do I enter a secondary delivery address?,set_up_shipping_address,SHIPPING
is there a way to submit a comment for your services?,review,FEEDBACK
where do I lodge a complaint against your company?,complaint,FEEDBACK
I need help  to get a refund,get_refund,REFUND
help me contacting a fucking human agent,contact_human_agent,CONTACT
is there a way to submit bloody feedback for a product?,review,FEEDBACK
help solving a payment problem,payment_issue,PAYMENT
I don't know what I have to do to acquire several products,place_order,ORDER
i do not know how to check bill #12588,check_invoice,INVOICE
I do not know how to check the cancellation  penalties,check_cancellation_fee,CANCEL
can you help me to contact a person?,contact_human_agent,CONTACT
I want help to see in what situations can I ask for refunds,check_refund_policy,REFUND
would it be possibl to place a goddamn order from {{Delivery Country}}?,delivery_options,DELIVERY
"I need to see your available payment options, how to do it?",check_payment_methods,PAYMENT
checking status of order {{Order Number}},track_order,ORDER
wanna see my bill from {{Person Name}},check_invoice,INVOICE
I need help with canceling purchase {{Order Number}},cancel_order,ORDER
where do i see at what time i can reach customer support,contact_customer_service,CONTACT
I have a problem setting up the secondary delivery address,set_up_shipping_address,SHIPPING
help me to speak with a live agent,contact_human_agent,CONTACT
I cannot find the termination penalties,check_cancellation_fee,CANCEL
"I have to see the ETA of the order {{Order Number}}, help me",track_order,ORDER
I need to get a rebate,get_refund,REFUND
want assistance switching to the {{Account Category}} account,switch_account,ACCOUNT
see purchase {{Order Number}} status,track_order,ORDER
I call to lodge a customer complaint against your company,complaint,FEEDBACK
i have to see at what time i can contact customer service,contact_customer_service,CONTACT
I have to check at what time I can reach customer support,contact_customer_service,CONTACT
I need assistance to use the premium account,switch_account,ACCOUNT
where can i get information about creating gold accounts,create_account,ACCOUNT
i dont know how to check ther status of purchase {{Order Number}},track_order,ORDER
how to restore the key of my profile,recover_password,ACCOUNT
I am trying to retrieve the key of my user account,recover_password,ACCOUNT
I need assistance cancelling purchase {{Order Number}},cancel_order,ORDER
help me talking to customer service,contact_customer_service,CONTACT
what do I need to do to see the methods for shipment?,delivery_options,DELIVERY
I don't know what to do to delete my {{Account Type}} account,delete_account,ACCOUNT
edit data on freemium account,edit_account,ACCOUNT
how do I see at what time I can call customer support?,contact_customer_service,CONTACT
help me checking if there are any updates on my restitution,track_refund,REFUND
where can I submit my feedback for your company?,review,FEEDBACK
how to reset my profile password?,recover_password,ACCOUNT
could you hlp me shopping some of your article?,place_order,ORDER
I have got to leave a fucking opinion about a product,review,FEEDBACK
hsipping to {{Delivery Country}},delivery_options,DELIVERY
I don't know how to correct the data included on my account,edit_account,ACCOUNT
what do I need to do to check the termination charge?,check_cancellation_fee,CANCEL
assistance to retrieve the password of my user account,recover_password,ACCOUNT
can you help me to locate order {{Order Number}}?,track_order,ORDER
I want to see how long it takes for my shipment to arrive,delivery_period,DELIVERY
could utell me more abouut creating a {{Account Type}} account,create_account,ACCOUNT
help me to see the accepted payment modalities,check_payment_methods,PAYMENT
shipnents to {{Delivery Country}},delivery_options,DELIVERY
i need assistance to cancel order {{Order Number}},cancel_order,ORDER
i need assistance with canceling order {{Order Number}},cancel_order,ORDER
status of order {{Order Number}},track_order,ORDER
need assistance seeing the withdrawal penalty,check_cancellation_fee,CANCEL
need help to check in which cases can Irequest refunds,check_refund_policy,REFUND
I have a question about opening freemium accounts,create_account,ACCOUNT
i want aswistance to set up the new delivery address,set_up_shipping_address,SHIPPING
need assistance to download my bill #00108,get_invoice,INVOICE
what is the early termination fee,check_cancellation_fee,CANCEL
I want to inform of an error with sign-up,registration_problems,ACCOUNT
do you have a method to submit a review for your services?,review,FEEDBACK
how can I notify of issues with a sign-up?,registration_problems,ACCOUNT
i try to set up a shipping address,set_up_shipping_address,SHIPPING
i ned help to talk to an operator,contact_human_agent,CONTACT
"I bought some articles, help me to cancel order {{Order Number}}",cancel_order,ORDER
I don't know how to reset the pwd of my user profile,recover_password,ACCOUNT
want help notifying of a trouble with payment,payment_issue,PAYMENT
check order {{Order Number}} status,track_order,ORDER
can uhelp me to check the termination chareg,check_cancellation_fee,CANCEL
give me information about the removal of a {{Account Type}} account,delete_account,ACCOUNT
assistance acquiring a few of ur item,place_order,ORDER
can you give me information about editibg the address?,change_shipping_address,SHIPPING
can i open a {{Account Type}} account for mh dad,create_account,ACCOUNT
i need assistance to speak with a human agent,contact_human_agent,CONTACT
help reporting troubles with online payments,payment_issue,PAYMENT
will you show me the payment options?,check_payment_methods,PAYMENT
where can i find infirmation about correcting the address,change_shipping_address,SHIPPING
when will i obtain my rdbate of money,get_refund,REFUND
i have an issue with my signup,registration_problems,ACCOUNT
"I paid {{Refund Amount}} dollars for this item, I want to obtain a refund",get_refund,REFUND
information about updating the shipping address,change_shipping_address,SHIPPING
I need to recover my profile password,recover_password,ACCOUNT
I need assistance to recover the key of my user account,recover_password,ACCOUNT
I want to see how long it takes for my order to arrive,delivery_period,DELIVERY
can i speak with somebody,contact_human_agent,CONTACT
I have to list your goddamn available payment modalities,check_payment_methods,PAYMENT
is it possible to give a quick look at the bill #12588?,check_invoice,INVOICE
change details on {{Account Category}} account,edit_account,ACCOUNT
i have got to see the available payment modalities,check_payment_methods,PAYMENT
I need assistance trackng purchase {{Order Number}},track_order,ORDER
I don't know how I can create a {{Account Category}} accoiunt,create_account,ACCOUNT
"I am looking for the delivery methods, help me find them",delivery_options,DELIVERY
help me to request a restitution of money,get_refund,REFUND
remove freemium account,delete_account,ACCOUNT
assistancxe checking how soon can I expect my product,delivery_period,DELIVERY
updating platinum account,edit_account,ACCOUNT
I want assistance to change the address,change_shipping_address,SHIPPING
can i remove a {{Account Type}} account,delete_account,ACCOUNT
I  need assistance checking the payment methods,check_payment_methods,PAYMENT
"you are not helpful, can you help me to speak to someone?",contact_human_agent,CONTACT
can uhelp me to make a complaint againsy ur business,complaint,FEEDBACK
where can I see what shipment options I have?,delivery_options,DELIVERY
how to see what hours I can call customer service?,contact_customer_service,CONTACT
help to see in what situations can I ask  for refunds,check_refund_policy,REFUND
i cant set up my new shipping address,set_up_shipping_address,SHIPPING
I need to add some articles to purchase {{Order Number}},change_order,ORDER
create new {{Account Category}} account for daughter,create_account,ACCOUNT
tell me more about correcting the delivery address,change_shipping_address,SHIPPING
"I have bought some items, cancel order {{Order Number}}",cancel_order,ORDER
wanna set the shipping address up,set_up_shipping_address,SHIPPING
I want assistance to reset the PIN of my  profile,recover_password,ACCOUNT
where to  see how soon can I expect my order?,delivery_period,DELIVERY
i want assistance to see the compensation current status,track_refund,REFUND
I do not know how I can notify of registration issues,registration_problems,ACCOUNT
can uhelp me cancelling purchase {{Order Number}},cancel_order,ORDER
help me to inform of a registration issue,registration_problems,ACCOUNT
want assistance checking the temrination charge,check_cancellation_fee,CANCEL
I want supports changing my sxhipping address,change_shipping_address,SHIPPING
assistance seeing how olng refunds take,check_refund_policy,REFUND
need assistance lodging a reclamation against your company,complaint,FEEDBACK
how do i make a consumer reclamation against ur business,complaint,FEEDBACK
checking invoice #12588,check_invoice,INVOICE
I habe got to file a complaint,complaint,FEEDBACK
I want help checking how soon can I expect the delivery,delivery_period,DELIVERY
the experience with ur brand was bad file a claim,complaint,FEEDBACK
help me check at what time I can reach customer service,contact_customer_service,CONTACT
new gold account,create_account,ACCOUNT
where do I see the status of the compensation ?,track_refund,REFUND
"I need to leave feedback, can you help me?",review,FEEDBACK
see bills from {{Person Name}},check_invoice,INVOICE
how to obtain a rebate of money?,get_refund,REFUND
i want information about my password retrieval,recover_password,ACCOUNT
i do not know how i could report signup issues,registration_problems,ACCOUNT
help me to set my new shipping address up,set_up_shipping_address,SHIPPING
i have to recover my avcount pin code,recover_password,ACCOUNT
when am I obtaining a refund?,get_refund,REFUND
i need help changing a product of purchase {{Order Number}},change_order,ORDER
could you help me to see the early exit fees?,check_cancellation_fee,CANCEL
I need help cancelling a {{Account Category}} account,delete_account,ACCOUNT
I expect a rebate of {{Refund Amount}} dollars,track_refund,REFUND
do ya deliver to {{Delivery City}},delivery_options,DELIVERY
i dont know how to see ur money back policy,check_refund_policy,REFUND
where to see the status of my rebate,track_refund,REFUND
need help obtaining rebates,get_refund,REFUND
what do i need to do to restore my pin code,recover_password,ACCOUNT
i need help to see the early termination charge,check_cancellation_fee,CANCEL
I don't know what I have to do to remove my platinum account,delete_account,ACCOUNT
I want to know about a bloody shipping address modification,change_shipping_address,SHIPPING
i do not know how to create a {{Account Category}} account for my dad,create_account,ACCOUNT
need assistnce acquiring an item,place_order,ORDER
"I have to swap some items of purchase {{Order Number}}, help me",change_order,ORDER
can you help me to earn several products?,place_order,ORDER
I want to check how long the shipment takes,delivery_period,DELIVERY
where do I see your accepted payment methods?,check_payment_methods,PAYMENT
want assistance editing my personal data,edit_account,ACCOUNT
want assistance seeing ur money back guarantee,check_refund_policy,REFUND
I need help resetting the keyof my user profile,recover_password,ACCOUNT
i have got to remove an item from order {{Order Number}} help me,change_order,ORDER
I want help to submit the new delivery address,set_up_shipping_address,SHIPPING
I try to make a customer claim against your company,complaint,FEEDBACK
i do not know what to do to report an issue withpayment,payment_issue,PAYMENT
show status of refund,track_refund,REFUND
need help to chat with a prson,contact_human_agent,CONTACT
have a questiin about the removal of a {{Account Type}} account,delete_account,ACCOUNT
I am waiting for a rebate fo {{Refund Amount}} dollars,track_refund,REFUND
"I can't afford this product, cancel order {{Order Number}}",cancel_order,ORDER
help to set up a delivery address,set_up_shipping_address,SHIPPING
i watn help to set my delivery address up,set_up_shipping_address,SHIPPING
is it possible to see when will my article arrive?,delivery_period,DELIVERY
see the damn bill from {{Person Name}},check_invoice,INVOICE
want assistance notifying of errors with payments,payment_issue,PAYMENT
see the bill from {{Person Name}},check_invoice,INVOICE
can you help me seeing the ETA of the order {{Order Number}}?,track_order,ORDER
what do I have to do to close a standard account?,delete_account,ACCOUNT
"I have to check the shipping methods, how can I do it?",delivery_options,DELIVERY
can I delete a damn article from order {{Order Number}}?,change_order,ORDER
i bought something i wanna cancel order {{Order Number}},cancel_order,ORDER
help me make a customer claim against your company,complaint,FEEDBACK
I am trying to change my delivery address,change_shipping_address,SHIPPING
remove something from order,change_order,ORDER
what do I have to do to see the delivery options?,delivery_options,DELIVERY
cqn i swap several items of purchase {{Order Number}},change_order,ORDER
how can i ask for rebates of my money,get_refund,REFUND
want assistance to open a standard account,create_account,ACCOUNT
I can't find anything about the withdrawal charges,check_cancellation_fee,CANCEL
opening premium account for wife,create_account,ACCOUNT
I do not know what I need to do to download bill #12588,get_invoice,INVOICE
need to unsubscribe from the newsletter,newsletter_subscription,SUBSCRIPTION
want help to solve a payment problem,payment_issue,PAYMENT
help lodging a reclamation against your business,complaint,FEEDBACK
how do I remove a pro account?,delete_account,ACCOUNT
I want to correct my user info,edit_account,ACCOUNT
assistance to see your money back guarantee,check_refund_policy,REFUND
purchase {{Order Number}} current status,track_order,ORDER
need help changing some articles  of order {{Order Number}},change_order,ORDER
i dont know how to file a consumer reclamation,complaint,FEEDBACK
can you help me restore my profile pass ?,recover_password,ACCOUNT
I have to see in which cases can I ask to be refunded,check_refund_policy,REFUND
Ineed to contact an agent,contact_human_agent,CONTACT
i try to leave efedback for ur company,review,FEEDBACK
I do not know how I can leave a comment about your products,review,FEEDBACK
I want assistance setting up my shipping address,set_up_shipping_address,SHIPPING
give me information about the options for shipping,delivery_options,DELIVERY
new {{Account Type}} acount for wife,create_account,ACCOUNT
i want help taking a quick look at the bills from {{Person Name}},check_invoice,INVOICE
"I have got to see the delivery methods, can I get some help?",delivery_options,DELIVERY
help to check how soon can i expect the item,delivery_period,DELIVERY
"I have to see what shipping methods you offer, how to do it?",delivery_options,DELIVERY
where to see what payment options are available?,check_payment_methods,PAYMENT
help seeing your money back  policy,check_refund_policy,REFUND
i have got to see ur accepted payment modalities,check_payment_methods,PAYMENT
help me to get the invoice fro {{Person Name}},get_invoice,INVOICE
help me to see at what time I can contact customer support,contact_customer_service,CONTACT
is it possible to talk to customer support?,contact_customer_service,CONTACT
i dont know what i need to do to download my inovice #00108,get_invoice,INVOICE
i have to cancel purchase {{Order Number}},cancel_order,ORDER
need assistance to enter my new shipping address,set_up_shipping_address,SHIPPING
canceling {{Account Type}} account,delete_account,ACCOUNT
is their a section to submit my feedback about a product,review,FEEDBACK
where to change to the pro account,switch_account,ACCOUNT
help me requesting a bloody compensation,get_refund,REFUND
there are errors trying to update my shipping address,change_shipping_address,SHIPPING
"my experience with your company was awful, file a complaint",complaint,FEEDBACK
assistance lodging a customer complaint against your company,complaint,FEEDBACK
"I need to edit my personal information, will you help me?",edit_account,ACCOUNT
remove {{Account Category}} account,delete_account,ACCOUNT
where can I check if there are any news on the rebate?,track_refund,REFUND
want assistance talking with somebody,contact_human_agent,CONTACT
help me add an item to purchase {{Order Number}},change_order,ORDER
help me checking what shipment methods I have,delivery_options,DELIVERY
I am calling to see what delivery methods are available,delivery_options,DELIVERY
I am trying to se how long the shipment takes,delivery_period,DELIVERY
remove {{Account Category}} account,delete_account,ACCOUNT
i have an issue setting up my new dedlivery address,set_up_shipping_address,SHIPPING
assistance  to report issues with payment,payment_issue,PAYMENT
cancel purchase  {{Order Number}},cancel_order,ORDER
I need help acquiring several of your article,place_order,ORDER
cn I place an order from {{Delivery City}}?,delivery_options,DELIVERY
"my card was declined, can I report problems with payments?",payment_issue,PAYMENT
"I am experiencing problems trying to sign up, help me",registration_problems,ACCOUNT
can uhelp me to order some of ur item,place_order,ORDER
I do not know what to do to purchase several articles,place_order,ORDER
how can i give a quick look at my bills from {{Person Name}},check_invoice,INVOICE
i try to leave an opinion for a service,review,FEEDBACK
I want to shop several articles,place_order,ORDER
I don't know how to inform of sign-up errrors,registration_problems,ACCOUNT
open a standard account for my dad,create_account,ACCOUNT
I am waiting for a compensation of {{Refund Amount}} dollars,track_refund,REFUND
I want help notifying of troubles with payments,payment_issue,PAYMENT
need help checking whay hours I can reach customer support,contact_customer_service,CONTACT
I have to check your payment modalities,check_payment_methods,PAYMENT
I don't know what I have to do to remove the {{Account Type}} account,delete_account,ACCOUNT
i have to look for the bill from ten months ago,check_invoice,INVOICE
"I have to see the cancellation charges, help me",check_cancellation_fee,CANCEL
"I am unhappy with your work, lodge a claim",complaint,FEEDBACK
i have got to send some feedback for a service,review,FEEDBACK
I want to know about correcting the address,change_shipping_address,SHIPPING
where can i find information about the pin code recovery,recover_password,ACCOUNT
"I have entered a wrong goddamn address, how could I edit it?",change_shipping_address,SHIPPING
I need to set up my new delivery address,set_up_shipping_address,SHIPPING
can I place an ordewr from {{Delivery Country}}?,delivery_options,DELIVERY
help me see your accepted payment options,check_payment_methods,PAYMENT
I need assistance to make a complaint against your company,complaint,FEEDBACK
can ya help me send feedback for ur products,review,FEEDBACK
"I cannot create an account, I want to report a sign-up issue",registration_problems,ACCOUNT
I have got to give a quick look at my bills from {{Person Name}},check_invoice,INVOICE
need help leaving my feedback about your company,review,FEEDBACK
need to change the info included on my user,edit_account,ACCOUNT
need help to list ur accepted payment options,check_payment_methods,PAYMENT
help me to cancel my subscription to your newsletter,newsletter_subscription,SUBSCRIPTION
I need help to check your allowed payment options,check_payment_methods,PAYMENT
"I want to send some feedback, I need assistance",review,FEEDBACK
have a problem with canceling order {{Order Number}},cancel_order,ORDER
"I need to acquire some of your item, help me",place_order,ORDER
"I ain't registered, I have got to open a {{Account Type}} account",create_account,ACCOUNT
correct info on {{Account Type}} account,edit_account,ACCOUNT
I do not know how to see the withdrawal charges,check_cancellation_fee,CANCEL
how to inform of a payment error?,payment_issue,PAYMENT
i cannot set up  the delivery address,set_up_shipping_address,SHIPPING
another standard accounmt for father,create_account,ACCOUNT
check purchase {{Order Number}} goddamn status,track_order,ORDER
I want help to lodge an complaint against your company,complaint,FEEDBACK
I have got to cancel my company damn newsletter subscription,newsletter_subscription,SUBSCRIPTION
I don't know how I can check what shipping options you offer,delivery_options,DELIVERY
seeing bill from {{Person Name}},check_invoice,INVOICE
need to update my user information how can i do it,edit_account,ACCOUNT
canceling {{Account Category}} account,delete_account,ACCOUNT
I don't know how to see oder {{Order Number}} status,track_order,ORDER
"I want to file a damn consumer claim, how can I do it?",complaint,FEEDBACK
how do Ispeak with customer service?,contact_customer_service,CONTACT
I want assistance sending feedback for a product,review,FEEDBACK
i expect a refund of {{Refund Amount}} dollars has it been processed,track_refund,REFUND
I want assistance to file a fucking claim,complaint,FEEDBACK
